"oid","fk_books","fk_langs"
84765320,25192,"zh"
84765322,25194,"zh"
84765323,25195,"zh"
84765324,25196,"zh"
84765325,25197,"it"
84765326,25198,"it"
84765327,25199,"it"
84765330,25202,"zh"
84765331,25204,"de"
84765336,25209,"it"
84765337,25210,"it"
84765338,25211,"it"
84765342,25214,"zh"
84765345,25217,"zh"
84765346,25218,"zh"
84765347,25219,"zh"
84765351,25223,"zh"
84765353,25225,"zh"
84765354,25226,"zh"
84765355,25227,"fr"
84765356,25228,"zh"
84765357,25229,"zh"
84765359,25231,"zh"
84765361,25233,"fi"
84765364,25236,"zh"
84765365,25237,"zh"
84765366,25238,"pt"
84765367,25239,"pt"
84765368,25240,"pt"
84765369,25241,"pt"
84765370,25242,"zh"
84765371,25243,"zh"
84765373,25245,"zh"
84765374,25246,"zh"
84765375,25247,"zh"
84765376,25248,"zh"
84765377,25249,"zh"
84765378,25250,"zh"
84765379,25251,"zh"
84765380,25252,"zh"
84765381,25253,"zh"
84765383,25255,"es"
84765385,25257,"nl"
84765386,25258,"nl"
84765387,25259,"zh"
84765388,25260,"zh"
84765390,25262,"zh"
84765391,25263,"zh"
84765392,25265,"it"
84765401,25271,"zh"
84765399,25273,"zh"
84765404,25276,"fr"
84765407,25279,"zh"
84765408,25280,"zh"
84765412,25284,"zh"
84765413,25285,"it"
84765414,25286,"zh"
84765415,25287,"zh"
84765416,25288,"zh"
84765417,25289,"zh"
84765424,25296,"nl"
84765425,25297,"zh"
84765426,25298,"zh"
84765438,25310,"fr"
84765451,25311,"eo"
84765439,25312,"it"
84765440,25313,"pt"
84765441,25314,"zh"
84765442,25315,"zh"
84765444,25317,"es"
84765445,25318,"it"
84765446,25319,"nl"
84765447,25320,"es"
84765448,25321,"zh"
84765452,25323,"zh"
84765453,25324,"zh"
84765456,25327,"zh"
84765457,25328,"zh"
84765458,25329,"zh"
84765459,25330,"pt"
84765460,25331,"fi"
84765461,25332,"zh"
84765464,25335,"fr"
84765465,25336,"pt"
84765472,25343,"nl"
84765475,25346,"zh"
84765476,25347,"zh"
84765477,25348,"zh"
84765478,25349,"zh"
84765479,25350,"zh"
84765481,25352,"zh"
84767982,25360,"zh"
84765490,25362,"zh"
84765491,25364,"fr"
84765493,25365,"zh"
84765494,25366,"zh"
84765495,25367,"zh"
84765496,25368,"zh"
84765497,25369,"zh"
84765498,25370,"fr"
84765502,25374,"zh"
84765503,25375,"zh"
84765504,25376,"zh"
84765505,25377,"zh"
84765506,25378,"fr"
84765507,25379,"zh"
84765508,25380,"zh"
84765509,25381,"zh"
84765510,25382,"fr"
84767012,25385,"zh"
84765513,25386,"eo"
84765517,25391,"zh"
84765518,25392,"zh"
84765519,25393,"zh"
84765520,25394,"fr"
84765526,25397,"zh"
84765524,25399,"zh"
84765525,25401,"zh"
84765529,25402,"zh"
84765530,25403,"fr"
84765541,25414,"zh"
84765544,25417,"zh"
84765548,25421,"zh"
84765549,25422,"zh"
84765550,25423,"zh"
84765552,25425,"nl"
84765558,25431,"zh"
84765561,25434,"fr"
84765562,25435,"fr"
84765563,25436,"pt"
84765564,25437,"pt"
84765570,25443,"ca"
84765572,25445,"fi"
84765587,25460,"zh"
84765598,25471,"zh"
84765606,25479,"pt"
84765622,25495,"nl"
84765625,25498,"zh"
84765628,25501,"zh"
84765630,25503,"fr"
84765642,25515,"nl"
84765644,25517,"zh"
84765645,25518,"fi"
84765648,25521,"zh"
84765652,25526,"fr"
84765656,25530,"de"
84765664,25537,"pt"
84765666,25539,"eo"
84762170,25543,"zh"
84765680,25554,"nl"
84765683,25557,"zh"
84765684,25558,"zh"
84765685,25559,"zh"
84765687,25561,"zh"
84765701,25575,"fr"
84765702,25576,"fr"
84765706,25580,"nl"
84765713,25587,"it"
84765719,25593,"pt"
84765720,25594,"pt"
84765728,25602,"zh"
84765731,25605,"it"
84765732,25606,"zh"
84765739,25613,"fi"
84765740,25614,"it"
84765741,25615,"fr"
84765742,25616,"fr"
84765761,25635,"pt"
84765762,25636,"zh"
84765770,25640,"es"
84765766,25641,"pt"
84765775,25649,"zh"
84765793,25667,"pt"
84765794,25668,"fi"
84765795,25669,"fi"
84765797,25671,"es"
84765805,25679,"fi"
84765806,25680,"fr"
84765813,25687,"es"
84765816,25690,"pt"
84765900,25694,"fr"
84765822,25696,"zh"
84765823,25697,"pt"
84765830,25704,"fr"
84765831,25705,"es"
84765833,25707,"fr"
84765841,25715,"fr"
84765842,25716,"zh"
84765847,25721,"de"
84765848,25722,"de"
84765860,25734,"fr"
84765862,25736,"fi"
84765878,25752,"fr"
84765881,25755,"fr"
84765882,25756,"fr"
84765904,25777,"es"
84765910,25783,"de"
84765917,25790,"fi"
84765918,25791,"de"
84765923,25796,"de"
84765933,25806,"fi"
84765934,25807,"es"
84765939,25812,"es"
84765966,25839,"fr"
84765967,25840,"pt"
84765968,25841,"nl"
84765970,25843,"nl"
84765971,25844,"pt"
84765972,25845,"pt"
84765973,25846,"pt"
84765977,25850,"fr"
84765988,25861,"la"
84765990,25863,"fr"
84765999,25871,"nl"
84766009,25881,"fi"
84766026,25898,"pt"
84766050,25924,"fi"
84766051,25925,"pt"
84766062,25934,"pt"
84766064,25936,"fi"
84766073,25945,"pt"
84766074,25946,"nl"
84766077,25949,"fr"
84766084,25956,"es"
84766092,25964,"eo"
84766109,25981,"fr"
84766115,25987,"pt"
84766116,25988,"es"
84766124,25996,"fi"
84766132,25999,"de"
84766144,26017,"pt"
84766151,26025,"pt"
84766155,26028,"es"
84766183,26055,"fi"
84766206,26078,"es"
84766210,26082,"fr"
84766219,26091,"fr"
84766220,26092,"fr"
84766224,26096,"fi"
84766227,26099,"eo"
84766228,26100,"nl"
84766229,26101,"fr"
84766230,26102,"nl"
84766231,26103,"pt"
84766238,26110,"pt"
84766268,26118,"fr"
84766251,26124,"fr"
84766254,26127,"nl"
84766269,26141,"fi"
84766271,26143,"nl"
84766275,26148,"nl"
84766289,26161,"zh"
84766294,26166,"it"
84766297,26169,"it"
84766299,26171,"it"
84766307,26179,"fi"
84766316,26188,"fi"
84766343,26211,"fr"
84766363,26231,"es"
84766384,26261,"de"
84766395,26263,"fi"
84766416,26284,"es"
84803087,26296,"fr"
84766438,26299,"nl"
84766446,26314,"es"
84766458,26325,"pt"
84766459,26326,"pt"
84766468,26336,"fr"
84766470,26338,"pt"
84766475,26343,"fi"
84766479,26347,"sv"
84766481,26349,"nl"
84766482,26350,"fr"
84766483,26351,"fr"
84766484,26352,"fr"
84766485,26353,"fr"
84766492,26359,"eo"
84766495,26362,"fr"
84766496,26363,"fr"
84766503,26370,"fr"
84766504,26371,"pt"
84766508,26375,"fr"
84766509,26376,"fr"
84766520,26387,"nl"
84766527,26394,"fr"
84766531,26395,"nl"
84766533,26400,"fr"
84766535,26402,"de"
84766536,26403,"fi"
84766537,26404,"es"
84766539,26406,"fi"
84766544,26411,"pt"
84766548,26415,"fr"
84766551,26418,"fr"
84766557,26428,"fi"
84766561,26432,"fr"
84766564,26435,"fr"
84766569,26436,"fr"
84766578,26443,"nl"
84766579,26444,"de"
84766587,26452,"it"
84766588,26453,"it"
84766591,26456,"fr"
84766596,26476,"fr"
84766599,26479,"sv"
84766600,26480,"eo"
84766603,26483,"nl"
84766608,26488,"fr"
84766609,26489,"fr"
84766622,26502,"ca"
84766623,26503,"fi"
84766624,26504,"fr"
84766626,26506,"es"
84766628,26508,"es"
84766630,26510,"fr"
84766631,26511,"fr"
84766635,26515,"fr"
84766645,26525,"fi"
84766650,26530,"nl"
84766651,26531,"fr"
84766665,26545,"es"
84766666,26546,"sv"
84766667,26547,"sv"
84766674,26554,"nl"
84766675,26555,"fi"
84766679,26559,"fi"
84766682,26562,"fr"
84766699,26564,"nl"
84766701,26566,"fr"
84766702,26567,"fr"
84766705,26570,"la"
84766706,26571,"fr"
84766709,26594,"nl"
84766720,26605,"pt"
84766722,26607,"fr"
84766723,26608,"fr"
84766724,26609,"fr"
84766729,26614,"fr"
84766769,26634,"fr"
84766770,26636,"fi"
84766782,26648,"fr"
84766789,26655,"es"
84766810,26676,"pt"
84766814,26680,"fr"
84766815,26681,"fr"
84766819,26685,"fr"
84766820,26686,"de"
84766823,26689,"fi"
84766828,26694,"de"
84766830,26696,"nl"
84766835,26701,"it"
84766843,26710,"fr"
84766846,26712,"fr"
84766851,26717,"it"
84766854,26720,"fr"
84766855,26721,"fr"
84766856,26722,"de"
84766858,26724,"fi"
84766863,26729,"zh"
84766865,26731,"el"
84766871,26737,"zh"
84766872,26738,"zh"
84766873,26739,"zh"
84766879,26746,"zh"
84766881,26748,"zh"
84766883,26749,"fr"
84766891,26756,"es"
84766892,26757,"fr"
84766893,26758,"fr"
84766894,26759,"fr"
84766897,26762,"fr"
84766898,26763,"fr"
84766899,26764,"fr"
84766900,26765,"fr"
84766901,26766,"fr"
84766906,26771,"es"
84766908,26773,"fi"
84766911,26776,"pt"
84766912,26777,"pt"
84766915,26780,"fr"
84766919,26784,"el"
84766921,26786,"fi"
84766939,26804,"fr"
84766941,26806,"fr"
84766942,26807,"fr"
84766943,26808,"fr"
84766944,26809,"fr"
84766945,26810,"fr"
84766946,26811,"fr"
84766947,26812,"fr"
84766948,26813,"fr"
84766949,26814,"fr"
84766950,26815,"fr"
84766951,26816,"fr"
84766952,26817,"fr"
84766953,26818,"fr"
84766954,26819,"fr"
84766955,26820,"fr"
84766956,26821,"fr"
84766957,26822,"fr"
84766958,26823,"fr"
84766959,26824,"fr"
84766960,26825,"fr"
84766961,26826,"fr"
84766962,26827,"fr"
84766980,26845,"es"
84766981,26846,"nl"
84766983,26848,"pt"
84766985,26850,"pt"
84766994,26859,"fr"
84767000,26863,"fr"
84767001,26866,"it"
84767003,26868,"fr"
84767013,26871,"zh"
84767006,26872,"zh"
84767007,26873,"zh"
84767010,26876,"zh"
84767011,26877,"zh"
84767022,26886,"zh"
84767023,26887,"zh"
84767024,26888,"zh"
84767027,26891,"fr"
84767030,26894,"fr"
84767040,26904,"zh"
84767049,26913,"pt"
84767050,26914,"pt"
84767051,26915,"pt"
84767056,26920,"zh"
84767057,26921,"zh"
84767058,26922,"zh"
84767062,26926,"fi"
84767063,26927,"fi"
84767065,26929,"es"
84767067,26931,"zh"
84767068,26932,"zh"
84767081,26943,"fr"
84767083,26947,"es"
84767085,26949,"de"
84767095,26959,"eo"
84767097,26961,"it"
84767100,26964,"de"
84767106,26970,"zh"
84767107,26971,"de"
84767108,26972,"de"
84767112,26976,"fi"
84767115,26979,"zh"
84767172,26983,"es"
84767177,26988,"pt"
84767168,26997,"zh"
84767157,27016,"zh"
84767158,27017,"zh"
84767159,27018,"fr"
84767164,27023,"zh"
84767118,27026,"zh"
84767121,27029,"fr"
84767123,27031,"fr"
84767125,27033,"fr"
84767126,27034,"es"
84767360,27035,"es"
84767359,27035,"fr"
84767128,27036,"fr"
84767129,27037,"fr"
84767130,27038,"fr"
84767132,27040,"fr"
84767133,27041,"fr"
84767134,27042,"fr"
84767135,27043,"fr"
84767136,27044,"fr"
84767138,27046,"fr"
84767139,27047,"fr"
84767140,27048,"es"
84767185,27049,"la"
84767186,27050,"la"
84767190,27054,"fi"
84767195,27059,"zh"
84767196,27060,"zh"
84767198,27062,"pl"
84767200,27064,"es"
84767209,27073,"el"
84767216,27081,"pl"
84767217,27082,"zh"
84767219,27084,"pt"
84767222,27087,"zh"
84767223,27088,"zh"
84767226,27091,"it"
84767227,27092,"zh"
84767235,27100,"es"
84767239,27104,"zh"
84767240,27105,"zh"
84767242,27107,"zh"
84767243,27108,"zh"
84767252,27119,"zh"
84767253,27120,"iu"
84767254,27121,"es"
84767255,27122,"zh"
84767256,27123,"zh"
84767257,27124,"nl"
84767263,27131,"fr"
84767264,27132,"fr"
84767265,27133,"fr"
84767266,27134,"fr"
84767272,27140,"fi"
84767274,27142,"ca"
84767276,27144,"fr"
84767277,27145,"zh"
84767280,27148,"zh"
84767287,27155,"pt"
84767288,27156,"it"
84767290,27158,"it"
84767291,27159,"it"
84767297,27165,"zh"
84767298,27166,"zh"
84767301,27167,"es"
84767304,27170,"eo"
84767305,27171,"zh"
84767306,27172,"zh"
84767311,27178,"pl"
84767317,27184,"zh"
84767318,27185,"zh"
84767319,27186,"fr"
84767324,27191,"fr"
84767337,27204,"zh"
84767338,27205,"de"
84767339,27206,"de"
84767340,27207,"zh"
84767342,27208,"pl"
84767347,27214,"es"
84767348,27215,"fr"
84767349,27216,"zh"
84767350,27217,"zh"
84767351,27218,"zh"
84767352,27219,"la"
84767353,27220,"de"
84767362,27227,"fi"
84767370,27236,"pt"
84767374,27241,"nl"
84767375,27242,"pt"
84767382,27247,"fi"
84767384,27249,"sv"
84767389,27254,"de"
84767390,27255,"pt"
84767398,27263,"zh"
84767402,27267,"fr"
84767404,27269,"fr"
84767411,27276,"pt"
84767414,27278,"fr"
84767417,27281,"fr"
84767418,27282,"fr"
84767419,27283,"fr"
84767426,27290,"fi"
84767427,27291,"zh"
84767428,27292,"zh"
84767430,27294,"zh"
84767431,27295,"es"
84767432,27296,"fr"
84767437,27301,"el"
84767438,27302,"zh"
84767439,27303,"fr"
84767440,27304,"fr"
84767444,27308,"fr"
84767445,27309,"nl"
84767446,27310,"pt"
84767447,27311,"pt"
84767449,27313,"fr"
84767450,27314,"fr"
84767451,27315,"el"
84767456,27319,"fi"
84794010,27326,"bgs"
84767470,27326,"es"
84767464,27328,"zh"
84767465,27329,"zh"
84767466,27330,"zh"
84767467,27331,"zh"
84767468,27332,"zh"
84767471,27334,"it"
84767473,27335,"nl"
84767483,27345,"fr"
84767488,27350,"pt"
84767496,27358,"it"
84767497,27359,"it"
84767499,27361,"pt"
84767502,27364,"pt"
84767507,27369,"it"
84767514,27376,"fi"
84767517,27379,"fr"
84767518,27380,"fr"
84767519,27381,"fr"
84767525,27387,"pt"
84767526,27388,"pt"
84767527,27389,"el"
84767528,27390,"pt"
84767534,27397,"nl"
84767535,27398,"zh"
84767536,27399,"zh"
84767539,27402,"zh"
84767540,27403,"zh"
84767550,27412,"pt"
84767551,27413,"pt"
84767552,27414,"zh"
84767553,27415,"zh"
84767554,27416,"sv"
84767555,27417,"sv"
84767556,27418,"sv"
84767557,27419,"sv"
84767558,27420,"sv"
84767565,27427,"fr"
84767566,27428,"it"
84767567,27429,"el"
84767571,27433,"it"
84767580,27443,"pt"
84767583,27446,"de"
84767589,27451,"fr"
84767597,27459,"zh"
84767601,27460,"fur"
84767609,27470,"fi"
84767622,27483,"de"
84767625,27486,"nl"
84767626,27487,"nl"
84767628,27489,"nl"
84767629,27490,"nl"
84767636,27497,"pt"
84767637,27498,"pt"
84767651,27512,"nl"
84767671,27532,"de"
84767674,27535,"pt"
84767675,27536,"ca"
84767678,27539,"fi"
84767679,27540,"pt"
84767680,27541,"pt"
84767681,27542,"pt"
84767682,27543,"pt"
84767683,27544,"pt"
84767684,27545,"pt"
84767685,27546,"hu"
84767693,27555,"nl"
84767704,27565,"hu"
84767705,27566,"fr"
84767712,27573,"fr"
84767713,27574,"fr"
84767720,27581,"zh"
84767721,27582,"zh"
84767729,27590,"it"
84767731,27592,"el"
84767732,27593,"eo"
84767735,27596,"zh"
84767737,27598,"de"
84767738,27599,"pt"
84767747,27608,"it"
84767749,27610,"fr"
84767756,27617,"fr"
84767758,27619,"fr"
84767762,27623,"fr"
84767764,27625,"fr"
84767765,27626,"fr"
84767766,27627,"fr"
84767767,27628,"nl"
84767773,27634,"nl"
84767790,27636,"zh"
84767775,27637,"pt"
84767778,27640,"it"
84767779,27641,"fr"
84767782,27644,"fr"
84767791,27652,"nl"
84767792,27653,"fi"
84767794,27655,"la"
84767795,27656,"nl"
84767796,27657,"nl"
84767797,27658,"nl"
84767798,27659,"nl"
84767803,27664,"nl"
84767807,27668,"el"
84767810,27671,"nl"
84767811,27672,"la"
84767824,27685,"hu"
84767825,27686,"zh"
84767828,27689,"pt"
84767830,27691,"pt"
84767833,27694,"fr"
84767834,27695,"es"
84767846,27708,"fi"
84767853,27715,"pt"
84767857,27719,"it"
84767858,27720,"it"
84767859,27721,"nl"
84767861,27723,"pl"
84767863,27725,"pt"
84767867,27729,"pl"
84767872,27734,"zh"
84767874,27736,"es"
84767876,27738,"es"
84767891,27753,"zh"
84767896,27757,"es"
84767899,27760,"el"
84767901,27762,"pt"
84767907,27768,"zh"
84767908,27769,"de"
84767911,27772,"fr"
84767912,27773,"fr"
84767932,27774,"fr"
84767913,27775,"de"
84767920,27782,"fr"
84767921,27783,"nl"
84767926,27788,"fi"
84767929,27791,"it"
84767938,27800,"nl"
84767940,27803,"nl"
84767944,27806,"fr"
84767945,27807,"fr"
84767946,27808,"fr"
84767947,27809,"fr"
84767954,27816,"el"
84767958,27820,"pt"
84767960,27822,"de"
84767963,27825,"it"
84767966,27828,"fr"
84767969,27831,"fr"
84767971,27833,"nl"
84767973,27835,"pl"
84767974,27836,"nl"
84767975,27837,"fr"
84767978,27840,"fr"
84767985,27841,"fi"
84767987,27843,"fr"
84767988,27844,"fr"
84767989,27845,"el"
84767990,27846,"nl"
84767991,27847,"nl"
84767998,27854,"fr"
84767999,27855,"fr"
84768002,27858,"zh"
84768005,27859,"de"
84768017,27871,"pl"
84768021,27875,"sv"
84768022,27876,"fr"
84768024,27878,"fr"
84768029,27883,"nl"
84768037,27891,"de"
84768038,27892,"fi"
84768041,27895,"el"
84768042,27896,"el"
84768044,27898,"fi"
84768045,27899,"fi"
84768046,27900,"es"
84768050,27904,"fr"
84768051,27905,"fr"
84768060,27914,"nl"
84768061,27915,"eo"
84768065,27919,"it"
84768073,27927,"nl"
84768074,27928,"pl"
84768077,27931,"fr"
84768082,27936,"fr"
84768083,27937,"pl"
84768084,27938,"el"
84768086,27940,"pt"
84768087,27941,"pt"
84768091,27945,"nl"
84768092,27946,"el"
84768101,27955,"nl"
84768102,27956,"nl"
84768106,27959,"de"
84768107,27960,"cs"
84768108,27961,"nl"
84768109,27964,"pt"
84768115,27970,"fr"
84768117,27972,"nl"
84768118,27973,"de"
84768119,27974,"cs"
84768121,27976,"fr"
84768124,27979,"it"
84768134,27989,"fi"
84768137,27992,"pt"
84768139,27994,"nl"
84768145,28002,"es"
84768148,28005,"nl"
84768152,28009,"pl"
84768157,28014,"pl"
84768161,28018,"el"
84768172,28029,"nl"
84768178,28035,"fi"
84768185,28042,"de"
84768187,28044,"pl"
84768192,28049,"pl"
84768198,28055,"pt"
84768204,28061,"el"
84768211,28068,"nl"
84768221,28078,"fr"
84768223,28080,"fr"
84768224,28081,"fr"
84768225,28082,"fr"
84768226,28083,"de"
84768228,28085,"nl"
84768229,28086,"nl"
84768238,28095,"fi"
84768243,28100,"de"
84768249,28106,"es"
84768256,28113,"fr"
84768257,28114,"fr"
84768263,28120,"nl"
84768264,28121,"pl"
84768265,28122,"pt"
84768267,28124,"fr"
84768270,28127,"pt"
84768271,28128,"pt"
84768297,28144,"it"
84768278,28150,"fr"
84768279,28151,"fr"
84768281,28153,"pl"
84768282,28154,"pt"
84768283,28155,"pt"
84768301,28159,"fi"
84768314,28168,"fr"
84768309,28168,"pl"
84768317,28175,"nl"
84768318,28176,"fr"
84768323,28181,"nl"
84768324,28182,"nl"
84768338,28195,"nl"
84768343,28200,"fr"
84768344,28201,"pt"
84768345,28202,"el"
84768349,28206,"pt"
84768350,28207,"pt"
84768353,28210,"fr"
84768354,28211,"fr"
84768355,28212,"es"
84768360,28217,"fr"
84768369,28219,"de"
84768363,28220,"de"
84768367,28224,"nl"
84768371,28227,"fr"
84768374,28230,"fr"
84768375,28231,"it"
84768377,28233,"la"
84768382,28238,"fi"
84768387,28243,"de"
84768393,28249,"fr"
84768398,28254,"fr"
84768402,28258,"fr"
84768403,28259,"nl"
84768423,28279,"de"
84768424,28280,"de"
84768425,28281,"es"
84768430,28286,"fr"
84768434,28290,"fi"
84768446,28296,"csb"
84768440,28296,"pl"
84768455,28310,"pt"
84768462,28317,"it"
84768466,28321,"it"
84768470,28325,"it"
84768477,28332,"fr"
84768486,28341,"pt"
84768488,28343,"fi"
84768493,28348,"pt"
84768499,28354,"pt"
84768500,28355,"it"
84768503,28358,"fr"
84768508,28364,"pt"
84768512,28368,"it"
84768514,28370,"fr"
84768515,28371,"it"
84768516,28372,"it"
84768517,28373,"fr"
84768518,28374,"it"
84768542,28397,"fr"
84768572,28399,"pt"
84768548,28403,"it"
84768553,28408,"es"
84768556,28411,"de"
84768557,28412,"fr"
84768559,28414,"pt"
84768573,28427,"fr"
84768575,28429,"fr"
84768593,28430,"es"
84768615,28469,"nl"
84768619,28473,"sv"
84768631,28485,"fr"
84768633,28487,"fur"
84768640,28494,"de"
84768665,28519,"fr"
84768669,28523,"fr"
84768671,28525,"nl"
84768672,28526,"pt"
84768679,28534,"fr"
84768695,28539,"sv"
84768686,28542,"es"
84768705,28559,"fr"
84768706,28560,"nl"
84768714,28568,"fr"
84768717,28578,"fr"
84768720,28581,"nl"
84768721,28582,"nl"
84768730,28584,"pt"
84768734,28588,"fi"
84768738,28592,"es"
84768748,28602,"fr"
84768749,28603,"fr"
84768750,28604,"fr"
84768751,28605,"fr"
84768752,28606,"el"
84768756,28610,"sv"
84768757,28611,"sv"
84768766,28620,"fi"
84768768,28622,"fr"
84768769,28623,"fr"
84768770,28624,"fr"
84768772,28626,"el"
84768785,28639,"pt"
84768786,28640,"pt"
84768803,28658,"el"
84768806,28661,"fi"
84768808,28664,"de"
84768831,28685,"fi"
84768837,28691,"pt"
84768838,28692,"pt"
84768848,28702,"fr"
84768853,28707,"pt"
84768859,28714,"zh"
84768860,28715,"nl"
84768863,28718,"fr"
84768865,28720,"eo"
84768866,28721,"eo"
84768891,28746,"nl"
84768896,28751,"de"
84768905,28759,"fi"
84768925,28779,"el"
84768931,28785,"it"
84768932,28786,"it"
84768933,28787,"fr"
84768934,28788,"fr"
84768935,28789,"fr"
84768973,28827,"fr"
84768974,28828,"fr"
84768975,28829,"fr"
84769006,28863,"de"
84769008,28865,"de"
84769009,28866,"nl"
84769010,28867,"it"
84769015,28868,"nl"
84769016,28869,"it"
84769018,28872,"nl"
84769035,28888,"it"
84769038,28891,"fr"
84769048,28902,"pt"
84769050,28904,"es"
84769057,28910,"it"
84769061,28914,"pt"
84769074,28927,"es"
84769075,28928,"pt"
84769076,28929,"es"
84769077,28930,"fr"
84769083,28937,"fr"
84769084,28938,"de"
84769095,28949,"de"
84769109,28962,"pt"
84769110,28963,"nl"
84769112,28965,"fi"
84769114,28967,"es"
84769115,28968,"eo"
84769117,28971,"eo"
84769125,28977,"fr"
84769126,28978,"es"
84769141,28993,"it"
84769155,28995,"gd"
84769150,29006,"de"
84769159,29011,"el"
84769160,29012,"fr"
84769161,29013,"fr"
84769162,29014,"es"
84769163,29015,"el"
84769165,29017,"fi"
84769180,29032,"zh"
84769183,29035,"it"
84769184,29036,"it"
84769185,29037,"it"
84769187,29039,"pt"
84769188,29040,"pt"
84769192,29044,"nl"
84769197,29049,"fr"
84769200,29052,"fr"
84769209,29061,"es"
84769210,29062,"el"
84769222,29075,"nl"
84769225,29078,"es"
84769226,29079,"zh"
84769229,29081,"fi"
84769230,29082,"it"
84769239,29094,"fr"
84769240,29095,"nl"
84769245,29097,"de"
84769249,29101,"de"
84769250,29102,"de"
84769253,29105,"es"
84769262,29114,"fr"
84769268,29120,"pt"
84797247,29124,"da"
84769274,29126,"fi"
84769275,29127,"fi"
84769285,29137,"es"
84769292,29144,"nl"
84769309,29161,"pt"
84769312,29164,"fr"
84769317,29169,"fr"
84769323,29175,"fr"
84769324,29176,"fi"
84769327,29179,"fr"
84769330,29182,"fi"
84769338,29191,"fr"
84769339,29192,"nl"
84769356,29208,"nl"
84769361,29213,"pt"
84769364,29216,"nl"
84769372,29235,"nl"
84769380,29243,"pt"
84769398,29251,"fr"
84769415,29267,"fi"
84769423,29275,"pt"
84769427,29279,"fr"
84769430,29282,"fr"
84769436,29289,"nl"
84769449,29301,"es"
84769450,29302,"fr"
84769468,29320,"nl"
84769473,29325,"it"
84769475,29327,"de"
84769478,29330,"fi"
84769480,29332,"fr"
84769484,29336,"de"
84769490,29342,"pt"
84769495,29347,"pt"
84769507,29359,"nl"
84769517,29369,"nl"
84769519,29371,"nl"
84769524,29376,"de"
84769525,29377,"pt"
84769540,29392,"da"
84769541,29394,"pt"
84769543,29396,"fi"
84769544,29397,"fr"
84769545,29398,"fr"
84769550,29403,"eo"
84769556,29409,"it"
84769564,29417,"pt"
84769575,29428,"pt"
84769576,29429,"nl"
84769582,29435,"pt"
84769583,29436,"de"
84769589,29442,"fi"
84769611,29464,"de"
84769612,29465,"de"
84812968,29470,"rmq"
84769620,29474,"de"
84769622,29476,"fr"
84769630,29484,"pt"
84769636,29490,"nl"
84769641,29495,"la"
84769643,29497,"es"
84769652,29506,"es"
84769653,29507,"nl"
84769657,29511,"es"
84769660,29514,"de"
84769666,29520,"fi"
84769669,29523,"fr"
84769672,29526,"nl"
84769675,29529,"pt"
84769676,29530,"de"
84769682,29536,"fr"
84769683,29537,"fr"
84769684,29538,"fr"
84769685,29539,"fr"
84769695,29549,"fr"
84769696,29550,"pt"
84769699,29553,"de"
84769711,29565,"fr"
84769713,29567,"pt"
84769722,29576,"es"
84769730,29584,"de"
84769731,29585,"fi"
84769736,29590,"nl"
84769738,29592,"cs"
84769756,29610,"es"
84769759,29613,"fr"
84769773,29627,"nl"
84769782,29636,"it"
84769786,29640,"es"
84769791,29645,"la"
84769794,29648,"cs"
84769797,29651,"fr"
84769807,29661,"nl"
84769809,29663,"es"
84769823,29677,"es"
84769849,29703,"es"
84769851,29706,"es"
84769852,29707,"sv"
84769853,29708,"fi"
84769854,29709,"fi"
84769857,29712,"nl"
84769864,29719,"nl"
84769876,29731,"es"
84769882,29738,"de"
84769884,29740,"pt"
84769890,29746,"de"
84769899,29755,"fr"
84769902,29758,"fr"
84760434,29769,"fi"
84762168,29770,"es"
84762779,29772,"fr"
84764031,29775,"fr"
84769924,29780,"de"
84769925,29781,"fr"
84769927,29783,"fr"
84769937,29796,"de"
84769943,29799,"es"
84769948,29800,"fr"
84769945,29802,"fr"
84769946,29803,"es"
84769947,29804,"pt"
84769949,29805,"fr"
84769950,29806,"de"
84769958,29814,"nl"
84769963,29819,"pt"
84769966,29823,"fr"
84769968,29825,"fr"
84769969,29826,"fr"
84769974,29830,"es"
84769975,29831,"es"
84769982,29833,"el"
84769983,29834,"el"
84769984,29835,"el"
84769985,29836,"el"
84769977,29837,"nl"
84769987,29843,"fr"
84769988,29844,"fr"
84769989,29845,"it"
84769990,29846,"it"
84770000,29856,"nl"
84770001,29857,"fr"
84770007,29864,"it"
84770014,29871,"it"
84770015,29872,"it"
84770016,29873,"it"
84770017,29874,"it"
84770027,29884,"pt"
84770030,29887,"fr"
84770041,29898,"pt"
84770043,29900,"fr"
84770044,29901,"es"
84769905,29905,"de"
84769918,29918,"fr"
84769920,29920,"es"
84769922,29922,"fr"
84770048,29923,"fr"
84770049,29924,"fr"
84770050,29925,"fr"
84770057,29933,"fr"
84770059,29935,"sv"
84770061,29937,"fr"
84770065,29941,"de"
84770068,29943,"fr"
84770069,29944,"ca"
84770071,29946,"de"
84770075,29950,"fr"
84770080,29955,"it"
84770081,29956,"fr"
84770082,29957,"de"
84770085,29960,"nl"
84770086,29961,"it"
84770092,29967,"nl"
84770534,29968,"pt"
84770098,29974,"fi"
84770101,29977,"it"
84770103,29979,"pt"
84770109,29985,"fr"
84770110,29986,"fr"
84770119,29995,"pt"
84770120,29996,"pt"
84770121,29997,"pt"
84770122,29998,"pt"
84770123,29999,"pt"
84770129,30005,"de"
84770132,30008,"fr"
84770133,30009,"fr"
84770137,30013,"fr"
84770145,30021,"fr"
84770151,30027,"no"
84770154,30030,"it"
84770156,30032,"it"
