"oid","fk_books","fk_langs"
84782458,42053,"grc"
84782202,42054,"fi"
84782212,42063,"fr"
84782213,42064,"fr"
84782214,42065,"es"
84782218,42070,"el"
84782219,42071,"hu"
84782237,42088,"fr"
84782243,42094,"hu"
84782255,42107,"fi"
84782264,42116,"fi"
84782274,42126,"fr"
84782280,42131,"fr"
84782292,42141,"fr"
84782294,42143,"hu"
84782302,42151,"fr"
84782327,42177,"fr"
84782332,42178,"fi"
84782336,42186,"fr"
84782342,42192,"fr"
84782349,42198,"it"
84782357,42207,"hu"
84782361,42211,"fr"
84782362,42212,"fr"
84782363,42212,"la"
84782364,42213,"de"
84782370,42218,"mi"
84782371,42219,"de"
84782390,42237,"it"
84782394,42242,"hu"
84782396,42244,"fi"
84782405,42253,"it"
84782409,42256,"fr"
84782413,42260,"nl"
84782414,42261,"nl"
84782415,42262,"nl"
84782416,42263,"nl"
84782417,42264,"hu"
84782422,42269,"nl"
84782424,42271,"it"
84759082,42272,"hu"
84782438,42286,"hu"
84782444,42292,"fr"
84782445,42293,"nl"
84782446,42294,"it"
84782447,42295,"fi"
84782449,42297,"fr"
84782450,42298,"fr"
84782452,42300,"fr"
84782454,42302,"af"
84782464,42310,"fr"
84782465,42311,"de"
84782467,42316,"it"
84782472,42321,"es"
84782474,42323,"es"
84782476,42325,"hu"
84782477,42326,"hu"
84782486,42335,"it"
84782488,42337,"de"
84782489,42338,"de"
84782490,42339,"de"
84746304,42347,"it"
84746306,42349,"fi"
84782497,42372,"hu"
84782498,42373,"it"
84782502,42376,"es"
84782503,42377,"fr"
84782505,42379,"hu"
84782513,42387,"it"
84782526,42397,"el"
84782532,42404,"fi"
84782535,42406,"de"
84782540,42411,"it"
84782545,42416,"it"
84782546,42418,"it"
84782551,42421,"fr"
84782554,42424,"es"
84782561,42432,"fr"
84782562,42433,"nl"
84782565,42436,"it"
84782569,42440,"es"
84782572,42443,"nl"
84782576,42448,"it"
84782582,42453,"fi"
84782583,42454,"el"
84782584,42456,"es"
84782592,42463,"fr"
84782593,42464,"fr"
84782594,42465,"hu"
84782598,42470,"fi"
84782599,42471,"hu"
84782600,42472,"fr"
84782626,42487,"fr"
84782632,42489,"de"
84782622,42497,"fr"
84782633,42502,"it"
84782634,42503,"it"
84782636,42505,"it"
84782640,42509,"el"
84782641,42510,"el"
84782642,42511,"el"
84782643,42512,"el"
84782644,42513,"it"
84782647,42516,"el"
84782655,42524,"fr"
84782656,42525,"fr"
84782672,42541,"it"
84782684,42554,"fr"
84782691,42561,"fr"
84782693,42563,"fr"
84782695,42565,"fi"
84782699,42570,"fi"
84782705,42577,"it"
84782716,42586,"fr"
84782718,42588,"it"
84782720,42590,"fr"
84782722,42592,"fr"
84782724,42594,"fr"
84782728,42598,"el"
84782739,42608,"it"
84782738,42609,"fi"
84782740,42610,"it"
84782745,42615,"fr"
84782747,42617,"de"
84782754,42624,"fr"
84782757,42627,"fr"
84782765,42635,"fr"
84782766,42636,"fr"
84782767,42637,"fr"
84782772,42642,"es"
84782773,42643,"it"
84782776,42646,"fi"
84782778,42648,"fr"
84782779,42649,"it"
84782781,42651,"de"
84782789,42659,"fr"
84782792,42662,"fr"
84782793,42663,"fr"
84782799,42669,"it"
84782800,42670,"de"
84782803,42673,"it"
84782805,42675,"fr"
84782814,42684,"it"
84782824,42694,"fr"
84782825,42695,"fr"
84782827,42697,"fi"
84782833,42698,"it"
84782828,42700,"el"
84782835,42705,"es"
84782840,42711,"fr"
84782857,42727,"es"
84782868,42738,"fi"
84782873,42743,"fr"
84782874,42744,"fr"
84782875,42745,"de"
84782876,42746,"nl"
84782892,42762,"pt"
84782979,42765,"fr"
84782900,42774,"eo"
84782901,42775,"it"
84782902,42776,"it"
84782903,42777,"it"
84782904,42778,"it"
84782924,42798,"fr"
84782940,42814,"fi"
84782941,42815,"nl"
84782962,42836,"fr"
84782972,42846,"it"
84782973,42847,"it"
84782974,42848,"it"
84782975,42849,"it"
84782977,42851,"tl"
84782978,42852,"fr"
84782993,42858,"nl"
84782992,42861,"nl"
84783001,42867,"nl"
84783007,42873,"fi"
84783012,42878,"nl"
84783022,42881,"it"
84783023,42882,"it"
84783024,42883,"it"
84783018,42885,"nl"
84783033,42896,"fr"
84783035,42898,"fi"
84783037,42900,"de"
84783040,42903,"nl"
84783049,42912,"de"
84783061,42924,"fr"
84783063,42927,"it"
84783064,42928,"it"
84783065,42929,"it"
84783067,42935,"nl"
84783073,42937,"de"
84783076,42939,"fr"
84783079,42942,"pt"
84783099,42962,"el"
84788574,42966,"fi"
84783113,42976,"it"
84783122,42986,"fr"
84783137,43000,"fi"
84783139,43003,"fr"
84783140,43004,"fr"
84783153,43007,"ar"
84783144,43009,"zh"
84783145,43010,"zh"
84783149,43014,"zh"
84783152,43017,"es"
84783154,43018,"fi"
84783161,43022,"it"
84783162,43023,"it"
84783163,43024,"it"
84783165,43029,"hu"
84783166,43030,"es"
84783170,43033,"es"
84783171,43034,"nl"
84783181,43047,"fr"
84783209,43072,"fi"
84783215,43078,"de"
84783241,43104,"fi"
84783242,43105,"nl"
84783252,43115,"it"
84783298,43161,"fi"
84783300,43163,"de"
84783301,43164,"de"
84783302,43165,"de"
84783308,43171,"it"
84783309,43172,"it"
84783310,43173,"it"
84783311,43174,"it"
84783312,43175,"it"
84783313,43176,"it"
84783315,43178,"it"
84783316,43179,"it"
84783317,43180,"it"
84783318,43181,"it"
84783319,43182,"it"
84783320,43183,"it"
84783321,43184,"it"
84783328,43191,"de"
84783329,43193,"it"
84783330,43194,"hu"
84783332,43196,"fr"
84783349,43213,"nl"
84783351,43215,"fi"
84783353,43217,"it"
84784727,43220,"te"
84783361,43226,"it"
84783363,43228,"nl"
84783368,43233,"fr"
84783371,43236,"fi"
84783374,43239,"fr"
84783379,43243,"fi"
84783380,43244,"it"
84783394,43258,"fi"
84783396,43260,"it"
84783410,43275,"da"
84783411,43276,"es"
84783412,43277,"fr"
84783415,43279,"fi"
84783420,43285,"it"
84783426,43290,"da"
84783427,43291,"fr"
84783430,43294,"fr"
84783431,43295,"da"
84783441,43306,"fr"
84783442,43307,"fr"
84783443,43308,"fr"
84783444,43309,"fr"
84783445,43310,"fr"
84783446,43311,"fr"
84783447,43312,"fr"
84783448,43313,"fr"
84783451,43315,"fr"
84783452,43316,"it"
84783457,43321,"fr"
84783458,43322,"fi"
84783460,43324,"hu"
84783468,43332,"de"
84783469,43333,"de"
84783471,43335,"de"
84783474,43338,"da"
84783475,43339,"de"
84783492,43356,"it"
84783496,43360,"it"
84783497,43361,"de"
84792763,43383,"grc"
84783524,43388,"nl"
84783525,43389,"fr"
84783528,43392,"de"
84783534,43398,"fi"
84783536,43400,"es"
84783537,43401,"es"
84783544,43408,"fr"
84783570,43430,"fi"
84783567,43432,"es"
84783572,43436,"fr"
84783576,43438,"de"
84783574,43441,"fr"
84783579,43443,"hu"
84783593,43458,"it"
84783594,43459,"it"
84783595,43460,"it"
84783610,43475,"fr"
84783611,43476,"fr"
84783615,43478,"hu"
84783616,43479,"hu"
84783620,43486,"it"
84783628,43493,"es"
84783636,43501,"fr"
84783646,43511,"it"
84783647,43512,"it"
84783656,43521,"fi"
84783666,43532,"fi"
84783670,43535,"fr"
84783682,43547,"fi"
84783689,43554,"fr"
84783695,43560,"nl"
84783696,43561,"fr"
84783699,43564,"fi"
84783702,43567,"fr"
84783705,43570,"de"
84783709,43575,"it"
84783738,43603,"hu"
84783745,43610,"fi"
84783748,43613,"de"
84783754,43619,"fi"
84783764,43632,"fr"
84783786,43652,"fr"
84783787,43653,"hu"
84783798,43664,"de"
84783810,43676,"fr"
84794526,43679,"fi"
84783820,43686,"fr"
84798122,43686,"la"
84783821,43687,"de"
84783823,43689,"it"
84783834,43690,"it"
84783827,43694,"hu"
84783831,43698,"fr"
84783838,43704,"nl"
84783846,43712,"fr"
84783851,43717,"fi"
84783852,43718,"fr"
84783859,43724,"no"
84783860,43725,"no"
84783866,43733,"de"
84783867,43734,"fr"
84783876,43740,"he"
84783880,43744,"fi"
84783882,43746,"hu"
84783883,43747,"hu"
84783884,43748,"fr"
84783887,43752,"fr"
84783895,43759,"de"
84783896,43760,"fr"
84783897,43761,"fr"
84783903,43767,"fr"
84783908,43772,"fr"
84783910,43777,"hu"
84783911,43778,"hu"
84783912,43779,"hu"
84783917,43781,"da"
84783918,43782,"fr"
84783919,43783,"fi"
84783920,43784,"fr"
84783923,43787,"fr"
84783924,43788,"no"
84783925,43789,"fr"
84783926,43789,"la"
84783935,43798,"fi"
84783938,43801,"hu"
84783939,43802,"it"
84783940,43803,"it"
84783941,43804,"it"
84783952,43815,"nl"
84783958,43821,"de"
84783959,43822,"fr"
84783960,43823,"fr"
84783973,43836,"fi"
84783976,43839,"fr"
84783985,43848,"fr"
84783986,43849,"fr"
84783987,43850,"fi"
84783988,43851,"fr"
84783996,43859,"it"
84783997,43860,"it"
84783998,43861,"es"
84784008,43871,"fr"
84784026,43889,"fr"
84784027,43890,"fi"
84784028,43891,"de"
84784029,43892,"de"
84784035,43899,"da"
84784040,43901,"fr"
84784041,43902,"tl"
84784042,43903,"de"
84784051,43913,"de"
84784052,43914,"de"
84784057,43919,"nl"
84784058,43920,"de"
84784061,43923,"fr"
84784064,43924,"fr"
84784065,43926,"fr"
84784070,43931,"de"
84784071,43932,"de"
84784072,43933,"de"
84784079,43941,"fi"
84784086,43948,"it"
84784087,43949,"it"
84784088,43950,"es"
84784090,43953,"nl"
84784093,43956,"fr"
84784097,43960,"fr"
84784100,43962,"fi"
84784102,43964,"fr"
84784116,43978,"fi"
84784118,43980,"fr"
84784125,43987,"de"
84784152,44017,"fr"
84784155,44023,"fr"
84784173,44036,"de"
84784179,44042,"fi"
84784184,44047,"nl"
84784186,44049,"de"
84784188,44051,"de"
84784191,44054,"fr"
84784196,44067,"it"
84784197,44068,"fr"
84784198,44069,"it"
84784199,44070,"fr"
84784219,44084,"nl"
84784221,44086,"nl"
84784222,44087,"nl"
84784223,44088,"nl"
84784229,44093,"de"
84784231,44095,"fr"
84784235,44098,"fr"
84784246,44110,"fi"
84784253,44112,"es"
84784255,44120,"es"
84784262,44128,"eo"
84784267,44130,"eo"
84784268,44131,"eo"
84784266,44136,"de"
84784272,44137,"fi"
84784276,44139,"fr"
84784278,44141,"fr"
84784279,44142,"fr"
84784293,44156,"fr"
84784294,44157,"fr"
84786409,44157,"nl"
84784295,44158,"fi"
84784297,44160,"fr"
84784298,44161,"fr"
84784299,44162,"fr"
84784305,44168,"it"
84784306,44169,"it"
84784307,44170,"it"
84784311,44173,"es"
84784312,44174,"de"
84784318,44180,"fr"
84784319,44181,"fr"
84784325,44187,"fr"
84784335,44197,"de"
84784336,44198,"fr"
84784337,44199,"fr"
84784341,44203,"nl"
84784342,44204,"nl"
84784345,44207,"fi"
84784349,44211,"pt"
84784354,44216,"hu"
84784372,44217,"et"
84784355,44218,"fi"
84784369,44232,"fr"
84784373,44236,"fr"
84784375,44238,"de"
84784376,44239,"de"
84784380,44242,"fr"
84784381,44243,"de"
84785949,44244,"fr"
84784384,44246,"de"
84784386,44248,"fi"
84784389,44250,"de"
84784390,44251,"de"
84784394,44255,"fr"
84784396,44258,"de"
84784398,44260,"fr"
84784403,44265,"fi"
84784409,44271,"de"
84784410,44272,"de"
84784413,44275,"da"
84784415,44277,"fr"
84784421,44283,"fi"
84784423,44285,"fr"
84784436,44298,"de"
84784438,44300,"fr"
84784439,44301,"fr"
84784443,44305,"es"
84784447,44309,"es"
84784448,44310,"fr"
84784451,44313,"fi"
84784461,44323,"fr"
84784477,44339,"fi"
84784484,44346,"fr"
84784492,44354,"fr"
84784493,44355,"it"
84784494,44356,"fr"
84784495,44357,"fr"
84784496,44358,"es"
84784497,44359,"fr"
84784501,44363,"it"
84784502,44364,"it"
84784503,44365,"it"
84784504,44366,"de"
84784506,44368,"de"
84784508,44372,"fi"
84784509,44373,"fr"
84784520,44383,"it"
84784523,44386,"de"
84784526,44389,"fi"
84784527,44390,"fr"
84784540,44402,"fr"
84784541,44403,"fr"
84784543,44405,"de"
84784545,44407,"fr"
84784561,44423,"fi"
84784562,44424,"de"
84784570,44436,"de"
84784580,44442,"de"
84784583,44446,"fi"
84784589,44452,"de"
84784590,44453,"fr"
84784605,44467,"fr"
84784606,44468,"fr"
84784611,44473,"fr"
84784612,44474,"de"
84784621,44482,"fi"
84784622,44483,"fr"
84784626,44488,"fr"
84784627,44489,"de"
84784639,44504,"fr"
84784641,44506,"nl"
84784642,44507,"nl"
84784645,44510,"nl"
84784647,44512,"es"
84784648,44513,"nl"
84784654,44519,"fr"
84784660,44528,"de"
84784661,44529,"es"
84784664,44532,"fi"
84784675,44537,"de"
84784678,44540,"pt"
84784680,44542,"nl"
84784681,44543,"fr"
84784683,44545,"fi"
84784688,44549,"it"
84784703,44565,"de"
84784713,44575,"de"
84784718,44580,"fi"
84784722,44584,"es"
84761680,44589,"fr"
84784736,44598,"de"
84784740,44602,"fi"
84784747,44610,"de"
84784748,44611,"de"
84784749,44612,"de"
84784751,44613,"fr"
84784755,44617,"fr"
84784758,44620,"fr"
84784777,44634,"fr"
84784775,44639,"de"
84784780,44642,"de"
84784785,44647,"de"
84784794,44657,"fi"
84784799,44664,"fr"
84784804,44666,"eo"
84784805,44667,"eo"
84784806,44668,"eo"
84784812,44674,"fi"
84784813,44675,"fr"
84784814,44676,"fr"
84784815,44677,"de"
84784837,44687,"fi"
84784826,44689,"fr"
84784833,44696,"fr"
84784834,44697,"fr"
84784835,44698,"fi"
84784836,44699,"fi"
84784848,44710,"fr"
84784849,44711,"fi"
84784851,44713,"fr"
84784852,44714,"it"
84784854,44715,"fr"
84784858,44719,"de"
84784860,44722,"de"
84784862,44723,"fr"
84784876,44737,"de"
84784888,44749,"fr"
84784895,44756,"fr"
84784896,44757,"fi"
84784897,44758,"nl"
84784901,44762,"fr"
84784902,44763,"it"
84784914,44775,"fi"
84784920,44781,"fi"
84784923,44784,"de"
84784932,44793,"fi"
84784937,44797,"it"
84784942,44807,"fr"
84784950,44811,"nl"
84784951,44812,"fr"
84784953,44814,"nl"
84784956,44817,"fi"
84784962,44821,"fi"
84784964,44825,"fi"
84784965,44826,"fi"
84784971,44830,"de"
84784972,44831,"fi"
84784973,44832,"fi"
84784969,44834,"nl"
84784977,44839,"fi"
84784978,44840,"fi"
84784983,44845,"fi"
84784994,44856,"fi"
84784995,44857,"fi"
84784996,44858,"fi"
84784997,44859,"fi"
84784998,44861,"fr"
84785000,44863,"nl"
84785006,44868,"de"
84785007,44869,"fi"
84785009,44871,"fi"
84785011,44874,"fr"
84785014,44877,"fr"
84785027,44892,"fi"
84785029,44893,"it"
84785037,44899,"fi"
84785044,44906,"fr"
84785049,44911,"fr"
84785056,44918,"es"
84785059,44921,"de"
84785069,44931,"fr"
84785074,44936,"fi"
84785075,44937,"fi"
84785076,44938,"fi"
84785077,44940,"nl"
84785081,44944,"fi"
84785082,44945,"fi"
84785083,44946,"fi"
84785094,44956,"de"
84785095,44957,"de"
84785096,44958,"fr"
84785098,44960,"fr"
84785099,44961,"de"
84785105,44967,"da"
84785109,44971,"de"
84785110,44972,"de"
84785144,44999,"fi"
84785145,45000,"fi"
84785143,45007,"tl"
84785146,45008,"fi"
84785147,45009,"de"
84785150,45012,"fr"
84785151,45013,"fr"
84785152,45014,"fr"
84785153,45015,"fr"
84785155,45017,"nl"
84785166,45031,"fr"
84785172,45036,"fr"
84785179,45043,"nl"
84785182,45046,"fi"
84785183,45052,"fi"
84785191,45055,"nl"
84785192,45056,"fi"
84785194,45058,"fr"
84785196,45060,"fr"
84785198,45062,"fi"
84785209,45073,"fi"
84785227,45091,"de"
84785255,45119,"fr"
84785256,45120,"it"
84785257,45121,"fr"
84785259,45123,"de"
84785262,45126,"it"
84785263,45127,"fi"
84785281,45145,"fi"
84785283,45147,"hu"
84785286,45150,"fr"
84785287,45151,"es"
84785297,45161,"fi"
84785299,45163,"de"
84785307,45171,"es"
84785312,45176,"fr"
84785316,45180,"es"
84785319,45183,"es"
84785322,45186,"fi"
84785325,45189,"de"
84785327,45191,"de"
84785333,45197,"fi"
84785339,45203,"fi"
84785336,45207,"fr"
84785347,45211,"fr"
84785348,45212,"fr"
84785349,45213,"fr"
84785351,45215,"it"
84785352,45216,"it"
84785353,45217,"it"
84785354,45218,"it"
84785355,45219,"it"
84785356,45220,"it"
84785357,45221,"it"
84785358,45222,"it"
84785359,45223,"it"
84785360,45224,"it"
84785361,45225,"it"
84785362,45226,"it"
84785363,45227,"it"
84785382,45246,"hu"
84785385,45250,"es"
84785387,45252,"he"
84785390,45254,"nl"
84785393,45257,"fi"
84785394,45258,"fi"
84785399,45263,"fi"
84785406,45271,"fi"
84785419,45284,"fi"
84785421,45286,"fi"
84785431,45296,"it"
84785432,45297,"fi"
84785433,45298,"fi"
84785445,45312,"fr"
84785453,45319,"de"
84785457,45323,"fr"
84785464,45330,"sv"
84785467,45333,"fi"
84785468,45334,"it"
84785469,45335,"fi"
84785474,45340,"fi"
84785488,45352,"de"
84785491,45355,"nl"
84785494,45358,"fi"
84785499,45364,"fi"
84785505,45371,"fi"
84785502,45373,"fi"
84785512,45374,"fr"
84785507,45378,"fi"
84785520,45392,"nl"
84785521,45393,"de"
84785536,45404,"de"
84785547,45411,"fr"
84785551,45418,"de"
84785562,45428,"fr"
84785565,45431,"nl"
84785568,45434,"de"
84785571,45437,"fr"
84785572,45438,"es"
84785582,45445,"fi"
84785584,45448,"fi"
84785589,45453,"fi"
84785594,45458,"fr"
84785595,45459,"fi"
84785596,45460,"de"
84785598,45461,"pt"
84785604,45468,"fr"
84785607,45472,"fi"
84785622,45486,"nl"
84785623,45487,"fi"
84785629,45488,"de"
84785635,45499,"fi"
84785639,45500,"fi"
84785636,45501,"fr"
84785643,45508,"es"
84785644,45509,"fi"
84785649,45513,"fr"
84785663,45527,"la"
84785669,45533,"fr"
84785670,45534,"de"
84785680,45544,"de"
84785684,45548,"de"
84785686,45550,"fr"
84785695,45562,"fi"
84785701,45565,"it"
84785702,45566,"it"
84785705,45569,"de"
84785710,45574,"fi"
84785711,45575,"fr"
84785715,45579,"de"
84785725,45589,"fi"
84785726,45590,"fr"
84785730,45594,"it"
84785731,45595,"it"
84785745,45600,"de"
84785741,45607,"fr"
84785747,45612,"eo"
84785750,45615,"hu"
84785768,45633,"fr"
84785770,45635,"de"
84785772,45638,"it"
84785779,45644,"de"
84785782,45647,"it"
84785784,45649,"fi"
84785785,45650,"fr"
84785788,45653,"it"
84785790,45655,"fr"
84785795,45661,"de"
84785800,45664,"de"
84785798,45665,"fi"
84785801,45668,"fi"
84785802,45669,"fi"
84785803,45670,"de"
84785805,45672,"de"
84785813,45679,"fr"
84785824,45692,"fr"
84785828,45696,"nl"
84785832,45697,"fi"
84785833,45698,"it"
84785837,45702,"fi"
84785838,45704,"fr"
84785842,45707,"nl"
84785831,45713,"eo"
84785846,45715,"fr"
84785853,45722,"fr"
84785856,45725,"de"
84785857,45726,"fi"
84785871,45739,"fi"
84785885,45753,"fr"
84785900,45767,"nl"
84785903,45770,"es"
84785916,45783,"fi"
84785920,45787,"fr"
84785931,45798,"de"
84785936,45803,"it"
84785940,45807,"it"
84785941,45808,"de"
84785961,45826,"nl"
84785964,45829,"es"
84785965,45830,"es"
84785966,45831,"es"
84785967,45832,"es"
84785968,45833,"es"
84785969,45834,"es"
84785970,45835,"es"
84785971,45836,"es"
84785972,45837,"es"
84785975,45840,"pt"
84785990,45855,"fr"
84786233,45861,"ang"
84785997,45861,"de"
84786000,45864,"fr"
84786016,45874,"nl"
84786017,45875,"nl"
84786018,45876,"nl"
84786019,45877,"nl"
84786011,45879,"fr"
84786022,45886,"fr"
84786024,45889,"fi"
84786028,45892,"fr"
84786033,45897,"fi"
84786037,45901,"it"
84786038,45902,"it"
84786039,45903,"it"
84786040,45904,"it"
84786041,45905,"it"
84786042,45906,"it"
84786046,45911,"fr"
84786051,45916,"de"
84786069,45935,"fr"
84786070,45936,"de"
84786071,45937,"de"
84786077,45943,"nl"
84786079,45945,"es"
84786081,45947,"fr"
84786082,45948,"it"
84786088,45953,"fr"
84786091,45956,"de"
84786099,45965,"de"
84786100,45966,"pt"
84786101,45967,"fr"
84786103,45969,"fr"
84786104,45970,"fr"
84786113,45977,"de"
84786115,45979,"fr"
84786119,45984,"fi"
84786120,45985,"fi"
84786121,45986,"fi"
84786122,45987,"fi"
84786132,45996,"de"
84786136,45999,"fi"
84786135,46000,"es"
84786139,46003,"fr"
84786147,46012,"fi"
84786149,46014,"de"
84786156,46021,"de"
84786157,46022,"fr"
84786166,46031,"it"
84786168,46033,"fr"
84786187,46053,"de"
84786196,46061,"de"
84786197,46062,"de"
84786199,46065,"fr"
84786204,46070,"fi"
84786205,46071,"fi"
84786206,46072,"fi"
84786207,46073,"de"
84786215,46081,"fi"
84786216,46082,"it"
84786217,46083,"de"
84786218,46086,"de"
84786223,46089,"hu"
84786236,46100,"it"
84786237,46101,"it"
84786247,46111,"fr"
84786262,46126,"it"
84786267,46133,"fi"
84786269,46135,"de"
84786276,46137,"fr"
84786274,46141,"de"
84786275,46142,"fr"
84786283,46147,"fi"
84786290,46154,"de"
84786293,46157,"de"
84786298,46162,"it"
84786299,46163,"it"
84786300,46164,"it"
84786311,46174,"de"
84786314,46177,"fi"
84781514,46180,"de"
84786319,46182,"es"
84786320,46183,"fr"
84786321,46184,"de"
84786330,46193,"fi"
84786331,46194,"fi"
84786333,46196,"es"
84786338,46201,"es"
84786340,46203,"de"
84786341,46204,"de"
84786348,46211,"it"
84786350,46213,"it"
84786351,46214,"it"
84786361,46224,"fr"
84786362,46225,"it"
84786368,46231,"de"
84786380,46245,"fr"
84786382,46246,"es"
84786389,46253,"fr"
84786391,46255,"de"
84786398,46259,"de"
84786402,46263,"nl"
84786404,46265,"es"
84786406,46267,"de"
84786407,46268,"de"
84786423,46270,"de"
84786417,46277,"fi"
84786418,46278,"da"
84786394,46279,"es"
84786420,46282,"fr"
84786424,46285,"fr"
84786428,46290,"fi"
84786434,46295,"it"
84786435,46296,"it"
84786436,46297,"it"
84786446,46307,"de"
84786447,46308,"de"
84786453,46314,"fr"
84786463,46325,"fi"
84786473,46334,"pt"
84786474,46335,"da"
84786479,46340,"fi"
84786489,46350,"fr"
84786491,46351,"it"
84786492,46352,"it"
84786494,46355,"it"
84786496,46357,"fr"
84786503,46364,"fr"
84786508,46368,"de"
84786512,46373,"fr"
84786526,46387,"fr"
84786534,46393,"fi"
84786549,46410,"de"
84786550,46411,"de"
84786582,46442,"de"
84786584,46444,"fr"
84786587,46447,"fr"
84786592,46453,"de"
84786595,46456,"la"
84786599,46459,"fy"
84786601,46461,"fr"
84786603,46463,"it"
84786605,46465,"de"
84786606,46466,"it"
84786609,46469,"fr"
84786610,46470,"fr"
84786656,46488,"fi"
84786629,46490,"fr"
84786633,46494,"it"
84786634,46495,"it"
84786635,46496,"es"
84786641,46502,"fi"
84786643,46504,"de"
84786658,46518,"fi"
84786665,46525,"fr"
84786667,46527,"fr"
84786671,46532,"fi"
84786678,46538,"sv"
84786679,46539,"de"
84786681,46541,"fr"
84786690,46550,"de"
84786691,46551,"de"
84786693,46553,"fi"
84786694,46554,"fi"
84786697,46557,"fr"
84786701,46561,"de"
84786702,46562,"hu"
84786703,46563,"hu"
84786708,46568,"it"
84786709,46569,"fi"
84786715,46575,"fi"
84786716,46576,"de"
84786720,46580,"de"
84786728,46589,"fi"
84786732,46593,"de"
84786733,46594,"de"
84786737,46598,"fr"
84786742,46599,"it"
84786743,46604,"fr"
84786750,46611,"fi"
84786751,46612,"fi"
84786752,46613,"it"
84786763,46624,"de"
84786764,46625,"fr"
84786765,46626,"fr"
84786766,46627,"fr"
84786767,46628,"fr"
84786769,46631,"fr"
84786770,46632,"fr"
84786776,46638,"fi"
84786777,46639,"tl"
84786778,46640,"fr"
84786784,46646,"fr"
84786793,46655,"fi"
84786794,46657,"de"
84786801,46663,"it"
84786811,46673,"fr"
84786817,46679,"fi"
84786821,46683,"fr"
84786825,46687,"fr"
84786841,46704,"it"
84786851,46713,"de"
84786854,46715,"nl"
84786856,46717,"it"
84786857,46718,"fr"
84786858,46719,"nl"
84786860,46721,"fr"
84786862,46723,"it"
84786863,46724,"it"
84786864,46725,"it"
84786865,46726,"it"
84786875,46736,"it"
84786884,46740,"fa"
84786879,46741,"fi"
84786886,46747,"fr"
84786887,46748,"it"
84786888,46749,"it"
84786897,46758,"fi"
84786903,46765,"fr"
84786906,46767,"de"
84786907,46768,"la"
84786909,46771,"es"
84786911,46773,"it"
84786915,46778,"de"
84786917,46781,"de"
84786922,46785,"fi"
84786944,46805,"de"
84786957,46817,"de"
84786958,46819,"fi"
84786963,46824,"fi"
84786968,46828,"fr"
84786971,46831,"de"
84786972,46832,"fr"
84786975,46835,"it"
84786977,46837,"fr"
84786980,46840,"de"
84786982,46842,"fr"
84786983,46843,"it"
84786984,46844,"sv"
84786985,46845,"de"
84786987,46847,"it"
84786995,46854,"fi"
84787002,46860,"pt"
84787004,46862,"fi"
84787009,46867,"it"
84787010,46868,"de"
84787011,46870,"fr"
84787015,46873,"de"
84787016,46874,"it"
84787017,46875,"it"
84787018,46876,"fr"
84787020,46878,"de"
84787022,46880,"de"
84787023,46881,"nl"
84787024,46882,"de"
84787030,46887,"it"
84787031,46888,"it"
84787033,46890,"de"
84787034,46891,"fr"
84787039,46896,"de"
84787041,46898,"it"
84787042,46899,"de"
84787043,46900,"it"
84787045,46902,"fr"
84787046,46903,"de"
84787050,46907,"fr"
84787051,46908,"de"
84787053,46910,"fi"
84787055,46912,"de"
84787057,46914,"it"
84787059,46916,"fr"
84787062,46919,"de"
84787065,46922,"fi"
84787071,46928,"de"
84787072,46929,"fi"
84787074,46931,"fr"
84787075,46932,"fr"
84787080,46936,"nl"
84787081,46938,"la"
84787082,46939,"de"
84787083,46940,"de"
84787084,46941,"it"
84787100,46957,"it"
84787105,46962,"sv"
84787122,46979,"de"
84787123,46980,"fi"
84787126,46981,"it"
84787128,46985,"nl"
84787130,46987,"de"
84787134,46991,"fr"
84787139,46996,"it"
84787140,46997,"it"
84787142,46999,"it"
84794694,47001,"la"
84787147,47005,"fi"
84787150,47007,"fi"
84787155,47009,"fr"
84787163,47020,"fi"
84787169,47027,"hu"
84787172,47029,"fi"
84787174,47031,"de"
84787176,47033,"de"
84787177,47034,"fi"
84787185,47038,"de"
84787183,47041,"it"
84787184,47042,"fr"
84787188,47046,"it"
84787191,47048,"fi"
84794704,47051,"it"
84787194,47052,"es"
84787197,47054,"de"
84787200,47057,"es"
84787201,47058,"it"
84787205,47062,"fr"
84787206,47063,"de"
84787207,47064,"nl"
84787212,47069,"it"
84787213,47070,"de"
84787215,47072,"fi"
84787216,47073,"hu"
84787217,47074,"it"
84787220,47077,"de"
84787222,47079,"de"
84787224,47081,"de"
84787235,47092,"es"
84787608,47093,"fi"
84787237,47095,"fi"
84787238,47096,"fi"
84787242,47100,"fi"
84787243,47101,"fi"
84787244,47102,"it"
84787245,47103,"es"
84787246,47104,"fi"
84787248,47106,"de"
84787254,47112,"de"
84787256,47114,"it"
84787266,47124,"fr"
84787273,47131,"fr"
84787275,47133,"fr"
84787279,47138,"it"
84787280,47140,"de"
84787282,47142,"de"
84787285,47145,"fi"
84787293,47152,"de"
84787294,47153,"de"
84787295,47154,"fi"
84787296,47155,"fi"
84787300,47159,"fi"
84787301,47160,"fi"
84787304,47163,"it"
84787305,47164,"fr"
84787312,47171,"fr"
84787313,47172,"fi"
84787314,47173,"de"
84787315,47174,"de"
84787316,47175,"de"
84787325,47184,"es"
84787330,47188,"fr"
84787331,47189,"de"
84787329,47193,"de"
84787336,47196,"fr"
84787340,47199,"fi"
